run_id,run_name,state,created_at,url,tags,group,user,config_sam,config_fold,config_task,config_T_max,config_mixup,config_model,config_epochs,config_compile,config_devices,config_subtask,config_nesterov,config_strategy,config_benchmark,config_input_dim,config_optimizer,config_precision,config_scheduler,config_warmstart,config_batch_size,config_cifar_size,config_max_epochs,config_pretrained,config_save_preds,config_warmstart2,config_accelerator,config_mixup_alpha,config_num_classes,config_num_workers,config_result_plot,config_adaptive_sam,config_dropout_prob,config_modality_idx,config_undecay_norm,config_weight_decay,config_data_root_dir,config_deterministic,config_learning_rate,config_input_channels,config_random_batches,config_resnet_dropout,config_sync_batchnorm,config_apply_shakedrop,config_finetune_method,config_freeze_backbone,config_label_smoothing,config_final_batch_size,config_stochastic_depth,config_train_transforms,config_log_every_n_steps,config_squeeze_excitation,config_zero_init_residual,config_classification_task,config_use_single_modality,config_auto_batch_size_mode,config_auto_batch_size_steps,config_prepare_data_per_node,config_accumulate_grad_batches,config_auto_batch_size_enabled,config_metric_computation_mode,config_token_aggregation_method,config_pretrained_checkpoint_path,config_use_brainiac_preprocessing,config_classification_head_dropout,metric_Test/AP,metric_Test/AUROC,metric_Test/Balanced_Accuracy,metric_Test/F1,metric_Test/loss,metric_Train/AP,metric_Train/AUROC,metric_Train/Balanced_Accuracy,metric_Train/F1,metric_Train/loss,metric_Val/AP,metric_Val/AUROC,metric_Val/Balanced_Accuracy,metric_Val/F1,metric_Val/loss,metric__runtime,metric__step,metric__timestamp,metric_epoch,metric_lr-AdamW,metric_trainer/global_step,config_time_dim,config_dropout_rate,config_freeze_encoder,config_learned_sinusoidal_dim,config_dinov2_model_name,config_slice_aggregation,config_depth,config_embed_dim,config_mlp_ratio,config_num_heads,config_hidden_dim,config_image_size,config_patch_size
7245182583.80692-29c369ed-2319,resenc_pretrained_multi_t1n_t1c_t2w_t2f_2025-08-10_09-19-39,crashed,2025-08-10T09:20:16Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats23_gli_vs_men_multi_t1n_t1c_t2w_t2f/runs/7245182583.80692-29c369ed-2319,,7d812d04-04e6-4414-8de5-408628709ad1,t-jiachentu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7245182545.19969-075109a7-3487,resenc_pretrained_multi_t1n_t1c_t2w_t2f_2025-08-10_09-20-03,crashed,2025-08-10T09:20:42Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats23_gli_vs_men_multi_t1n_t1c_t2w_t2f/runs/7245182545.19969-075109a7-3487,,c20b0821-3c45-413f-a53e-b39b51dbeb57,t-jiachentu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7245182329.56550-bdd716ea-c364,resenc_pretrained_multi_t1n_t1c_t2w_t2f_2025-08-10_09-23-34,crashed,2025-08-10T09:24:11Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats23_gli_vs_men_multi_t1n_t1c_t2w_t2f/runs/7245182329.56550-bdd716ea-c364,,c72e9cc8-4415-451e-9432-144868bdf20b,t-jiachentu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7245181958.16117-4f0946f4-03fd,resenc_multimodal_mm_mdae_pretrained_pretrained_multi_t1n_t1c_t2w_t2f_2025-08-10_09-29-38,crashed,2025-08-10T09:30:06Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats23_gli_vs_men_multi_t1n_t1c_t2w_t2f/runs/7245181958.16117-4f0946f4-03fd,,3c85befe-59ab-445d-b1b9-80c232dfeefd,t-jiachentu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7245182154.55484-494da4fa-5660,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained_multi_t1n_t1c_t2w_t2f_2025-08-10_09-33-42,crashed,2025-08-10T09:34:20Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats23_gli_vs_men_multi_t1n_t1c_t2w_t2f/runs/7245182154.55484-494da4fa-5660,,297f4de9-17ce-4910-8861-f83e8e9eb340,t-jiachentu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7245181623.89168-c9278a9a-9e9e,resenc_pretrained_multi_t1n_t1c_t2w_t2f_2025-08-10_09-35-13,crashed,2025-08-10T09:35:51Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats23_gli_vs_men_multi_t1n_t1c_t2w_t2f/runs/7245181623.89168-c9278a9a-9e9e,,4a663363-8b4e-4203-bedb-ab8e90e0f459,t-jiachentu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7245181759.35444-31bad235-c5ff,resenc_time_conditioned_pretrained_multi_t1n_t1c_t2w_t2f_2025-08-10_09-39-31,finished,2025-08-10T09:40:26Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats23_gli_vs_men_multi_t1n_t1c_t2w_t2f/runs/7245181759.35444-31bad235-c5ff,,9c8df59a-41f7-465f-abe0-7db202ca7533,t-jiachentu,False,0,Classification,200.0,False,ResEncTimeConditioned,200.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,16-mixed,CosineAnneal,20.0,2.0,False,200.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,,0.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset011_BraTS23_GLI_MEN_MET,False,5e-05,4.0,False,0.0,True,False,full,False,0.2,4.0,False,batchgenerators.get_training_transforms,30.0,False,False,gli_vs_men,False,power,3.0,False,1.0,True,epochwise,cls_token,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/NoiseConditionedMDAETrainer_RandomMask_BS32_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,,0.5,0.9711042046546936,0.9879542589187622,0.9317744970321656,0.8489941358566284,0.4246516525745392,0.996488094329834,0.9987082481384276,0.9941612482070924,0.9922114610671996,0.3334716558456421,0.952556312084198,0.9777992367744446,0.9346677660942078,0.924776554107666,0.37605470418930054,68521.0,1000.0,1754887344.7836688,200.0,3.8076210902182585e-09,45400.0,256.0,0.5,False,64.0,,,,,,,,,
7245181283.98138-e4d079e7-914b,resenc_MDAE_pretrained_multi_t1n_t1c_t2w_t2f_2025-08-10_09-47-27,crashed,2025-08-10T09:47:57Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats23_gli_vs_men_multi_t1n_t1c_t2w_t2f/runs/7245181283.98138-e4d079e7-914b,,a975ea29-537f-4967-ac19-adf11500e9c5,t-jiachentu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7245180333.54189-54d81e15-16ca,resenc_multimodal_mm_mdae_pretrained_pretrained_multi_t1n_t1c_t2w_t2f_2025-08-10_10-02-12,crashed,2025-08-10T10:02:36Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats23_gli_vs_men_multi_t1n_t1c_t2w_t2f/runs/7245180333.54189-54d81e15-16ca,,d787ae0e-16bb-4f54-a02a-02411c1ab67c,t-jiachentu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7245179628.12391-071213a5-ea3f,resenc_SimCLR_pretrained_multi_t1n_t1c_t2w_t2f_2025-08-10_10-08-30,crashed,2025-08-10T10:08:58Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats23_gli_vs_men_multi_t1n_t1c_t2w_t2f/runs/7245179628.12391-071213a5-ea3f,,e3ee03ff-b246-4ff4-a80f-77ba342e8e7d,t-jiachentu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7245179270.81593-702afb3a-84ae,resenc_SwinUNETR_pretrained_multi_t1n_t1c_t2w_t2f_2025-08-10_10-14-31,crashed,2025-08-10T10:15:02Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats23_gli_vs_men_multi_t1n_t1c_t2w_t2f/runs/7245179270.81593-702afb3a-84ae,,b60f5bfa-9cd9-4a30-a990-a267dde87eb3,t-jiachentu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7245178561.91648-72d66936-1b7a,resenc_VF_pretrained_multi_t1n_t1c_t2w_t2f_2025-08-10_10-31-17,finished,2025-08-10T10:31:45Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats23_gli_vs_men_multi_t1n_t1c_t2w_t2f/runs/7245178561.91648-72d66936-1b7a,,0683f61e-47e1-4b78-86d0-e67e4cd70de2,t-jiachentu,False,0,Classification,180.0,False,ResEncoder_Classifier,180.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,16-mixed,CosineAnneal,20.0,2.0,False,180.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,,0.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset011_BraTS23_GLI_MEN_MET,False,7e-05,4.0,False,0.0,True,False,full,False,0.2,8.0,False,batchgenerators.get_training_transforms,30.0,False,False,gli_vs_men,False,power,3.0,False,1.0,True,epochwise,,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/pretrained_ckpts/ResEncL_ckpts/ResEncL-OpenMind-VF/checkpoint_final.pth,,0.2,0.985925793647766,0.982791781425476,0.9808685183525084,0.969924807548523,0.3426336944103241,1.0,1.0,1.0,1.0,0.3255934417247772,0.9989652633666992,0.9996951818466188,0.9808473587036132,0.9699106216430664,0.33470237255096436,43062.0,900.0,1754864967.4907727,180.0,6.746583127731344e-09,20520.0,,,,,,,,,,,,,
7245178903.95742-2e14202a-e66b,resenc_time_conditioned_pretrained_multi_t1n_t1c_t2w_t2f_2025-08-10_10-31-21,finished,2025-08-10T10:32:18Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats23_gli_vs_men_multi_t1n_t1c_t2w_t2f/runs/7245178903.95742-2e14202a-e66b,,d735e5f7-a9ba-4beb-a6f8-2e31678f8389,t-jiachentu,False,0,Classification,200.0,False,ResEncTimeConditioned,200.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,16-mixed,CosineAnneal,20.0,2.0,False,200.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,,0.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset011_BraTS23_GLI_MEN_MET,False,5e-05,4.0,False,0.0,True,False,full,False,0.2,4.0,False,batchgenerators.get_training_transforms,30.0,False,False,gli_vs_men,False,power,3.0,False,1.0,True,epochwise,cls_token,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/NoiseConditionedMDAETrainer_RandomMask_BS32_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,,0.5,0.8294776678085327,0.9237270355224608,0.8473529815673828,0.768867552280426,0.4965921640396118,0.9980448484420776,0.9994833469390868,0.974561095237732,0.9764484167099,0.33701029419898987,0.8994007110595703,0.9510769844055176,0.8790895938873291,0.8503703474998474,0.42637941241264343,52352.0,1000.0,1754874291.1985464,200.0,3.8076210902182585e-09,45400.0,256.0,0.5,False,64.0,,,,,,,,,
7245178202.77181-4b38d1e1-2772,resenc_VoCo_pretrained_multi_t1n_t1c_t2w_t2f_2025-08-10_10-36-33,finished,2025-08-10T10:37:01Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats23_gli_vs_men_multi_t1n_t1c_t2w_t2f/runs/7245178202.77181-4b38d1e1-2772,,3c6b15c2-c30f-4a13-89c7-a8dd0fd450ea,t-jiachentu,False,0,Classification,180.0,False,ResEncoder_Classifier,180.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,16-mixed,CosineAnneal,20.0,2.0,False,180.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,,0.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset011_BraTS23_GLI_MEN_MET,False,7e-05,4.0,False,0.0,True,False,full,False,0.2,8.0,False,batchgenerators.get_training_transforms,30.0,False,False,gli_vs_men,False,power,3.0,False,1.0,True,epochwise,,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/pretrained_ckpts/ResEncL_ckpts/ResEncL-OpenMind-VoCo/checkpoint_final.pth,,0.2,0.9953243732452391,0.9985828399658204,0.9636096954345704,0.9479541182518004,0.34451135993003845,1.0,1.0,1.0,1.0,0.3254816234111786,0.9936717748641968,0.9979679584503174,0.9733285903930664,0.9423954486846924,0.3595476448535919,42369.0,900.0,1754864590.7819884,180.0,6.746583127731344e-09,20520.0,,,,,,,,,,,,,
7244961102.51641-7459b0e9-f852,brainiac_pretrained_multi_t1n_t1c_t2w_t2f_2025-08-12_22-50-28,running,2025-08-12T22:50:46Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats23_gli_vs_men_multi_t1n_t1c_t2w_t2f/runs/7244961102.51641-7459b0e9-f852,,78360c27-8497-4e34-83f4-f28a64933797,t-jiachentu,False,0,Classification,200.0,False,brainiac,200.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,16-mixed,CosineAnneal,20.0,1.0,False,200.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,0.2,0.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset011_BraTS23_GLI_MEN_MET,False,5e-05,4.0,False,0.0,True,False,full,False,0.2,1.0,False,batchgenerators.get_training_transforms,30.0,False,False,gli_vs_men,False,power,3.0,False,1.0,True,epochwise,cls_token,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/pretrained_ckpts/BrainIAC/BrainIAC.ckpt,True,0.0,,,,,,0.9480491876602172,0.9670057892799376,0.8580048680305481,0.893715500831604,0.3833406865596771,0.5187826156616211,0.5603790283203125,0.5,0.46748682856559753,1.624869704246521,125130.378383811,385.0,1755164177.382774,76.0,3.8615975875375675e-05,69916.0,,,,,,,,,,,,,
7244961075.46895-d9e0551f-f543,brainiac_scratch_multi_t1n_t1c_t2w_t2f_2025-08-12_22-51-05,running,2025-08-12T22:51:31Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats23_gli_vs_men_multi_t1n_t1c_t2w_t2f/runs/7244961075.46895-d9e0551f-f543,,25238221-f2b8-4283-9d2c-42f93929f0d4,t-jiachentu,False,0,Classification,200.0,False,brainiac,200.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,16-mixed,CosineAnneal,20.0,1.0,False,200.0,False,True,0.0,gpu,0.2,2.0,16.0,val,False,0.2,0.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset011_BraTS23_GLI_MEN_MET,False,5e-05,4.0,False,0.0,True,False,full,False,0.2,1.0,False,batchgenerators.get_training_transforms,30.0,False,False,gli_vs_men,False,power,3.0,False,1.0,True,epochwise,cls_token,,True,0.0,,,,,,0.9003121852874756,0.9380934834480286,0.7910748720169067,0.846633791923523,0.4004263579845429,0.5250610113143921,0.5435886979103088,0.5365779399871826,0.5031789541244507,0.654283344745636,125062.011208443,385.0,1755164153.9725776,76.0,3.8615975875375675e-05,69916.0,,,,,,,,,,,,,
